fetch_id,source,endpoint,query_params,fetched_at,record_count,response_sha256
2231f88638f4d890,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P180462&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:08:18Z,11,8ed697f51f3c13cccc05d873d4462e512a53947e5dfd43f94e8b4397d91391cf
23177c95993d63b5,awards,https://search.worldbank.org/api/contractdata,format=json&rows=500&os=0&projectid=P172524,2026-09-15T22:05:51Z,64,04164c02d0cfa92ebaae61ebbdb1b3a578ae3e60e3b92876c4c9c6a35064ee24
23bda5140e69db36,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P180693&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:08:19Z,17,c39355f23b1f5568a49e6ad36d2b5855c79ce03b8f7110995709020e870f5e89
2aafafed4b9691c0,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P179040&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:08:16Z,36,172dad3cfd491ff516cba820f3358f3473ef83c05afcf5dbdb457e2c27b9a384
2bf70b496794c852,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P505094&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:08:24Z,26,0ce3db2c5d2abaa90b9c746b125bcb50abd861a5f7ba061a10dc98ef6375c1a0
2f2aa7cfbc8ef08f,notices,https://search.worldbank.org/api/v2/procnotices,format=json&rows=500&os=0&project_id=P167183,2026-09-15T22:04:30Z,188,477a43348a762b77eaa70a94595266e9be0c8f4d6362e70d3b05d3d4a6f32206
32d6c1215f459633,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P171528&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:08:00Z,138,68e100be9b77e618aa1fb89d370e3c54fdb9a69d9e4312b8d91d6dace8c74531
330e06c94947c544,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P177040&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:08:13Z,26,12de0bf5dfe6acbdf869cf583164e8ae6442ef6a75043caef22fc7d8734a2073
3312e688c518f133,notices,https://search.worldbank.org/api/v2/procnotices,format=json&rows=500&os=0&project_id=P508948,2026-09-15T22:05:42Z,6,0d93fdda5a7f9737f109d36475be123434eb0de7e701947e0ddc055ff981fcb5
33ee48cd3bd1ea57,awards,https://search.worldbank.org/api/contractdata,format=json&rows=500&os=0&projectid=P174402,2026-09-15T22:05:52Z,35,f0e349485638639533b66924129d91f5cb70b4e4f5e2054779209002fb181676
348fdcb59dfb1bcf,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P160766&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:07:51Z,52,b1c6ba55dd88c40f6346c49168e17427461b3b9d1743e6cfb292771ac282d12f
34b2e900828c01a7,notices,https://search.worldbank.org/api/v2/procnotices,format=json&rows=500&os=0&project_id=P500570,2026-09-15T22:05:29Z,6,19de85a2ee0da6f6433f70d46435147f0b041c8fe05dbd6a2f1959616dffbbdd
