community_id,size,top_section,junk_section_share,n_projects,verdict_reason,run_id
c1136,41,Fiduciary,0.8293,23,junk_section_share>=0.6,20260918T0133-7dd1a33
c1137,39,Implementation Arrangements and Support Plan,0.7436,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1158,10,Implementation Arrangements and Support Plan,0.9,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1170,11,Implementation Arrangements and Support Plan,0.6364,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1176,10,Implementation Arrangements and Support Plan,0.7,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1188,14,Fiduciary,0.7857,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1191,11,Results Monitoring and Evaluation Arrangements,0.9091,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1196,25,Timelines and Additional Details of Project Activities,0.28,2,n_projects<3,20260918T0133-7dd1a33
c1197,62,DESCRIPTION OF PROPOSED CHANGES,0.6129,24,junk_section_share>=0.6,20260918T0133-7dd1a33
c1198,29,DESCRIPTION OF PROPOSED CHANGES,0.6207,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1201,10,Fiduciary,0.9,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1203,53,Implementation Arrangements and Support Plan,0.9811,26,junk_section_share>=0.6,20260918T0133-7dd1a33
c1207,14,Implementation Arrangements and Support Plan,0.7143,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1212,11,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1213,14,Implementation Arrangements and Support Plan,0.7143,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1218,22,KEY RISKS,0.9545,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1223,11,Implementation Arrangements and Support Plan,1.0,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1227,13,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.6154,6,junk_section_share>=0.6,20260918T0133-7dd1a33
c1228,10,Implementation Arrangements and Support Plan,0.6,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1230,20,Implementation Arrangements and Support Plan,1.0,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1231,10,Implementation Arrangements and Support Plan,1.0,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1234,25,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.6,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1235,27,Environmental and Social,0.8148,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1239,29,Institutional and Implementation Arrangements,0.931,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1240,15,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1243,12,Implementation Arrangements and Support Plan,0.6667,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1244,17,Fiduciary,0.7647,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1247,59,Implementation Arrangements and Support Plan,0.9153,28,junk_section_share>=0.6,20260918T0133-7dd1a33
c1250,12,Fiduciary,0.8333,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1252,25,Implementation Arrangements and Support Plan,0.92,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1256,10,Fiduciary,1.0,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1257,13,Implementation Arrangements and Support Plan,0.9231,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1258,21,Fiduciary,1.0,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1259,18,Fiduciary,0.8889,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1262,26,Implementation Arrangements and Support Plan,0.7692,23,junk_section_share>=0.6,20260918T0133-7dd1a33
c1263,21,Implementation Arrangements and Support Plan,0.8571,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1267,10,Implementation Arrangements and Support Plan,0.8,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1272,108,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.6296,33,junk_section_share>=0.6,20260918T0133-7dd1a33
c1275,39,Project Components,0.2821,1,n_projects<3,20260918T0133-7dd1a33
c1277,10,Implementation Arrangements and Support Plan,0.9,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1279,115,Implementation Arrangements and Support Plan,1.0,57,junk_section_share>=0.6,20260918T0133-7dd1a33
c1280,31,Fiduciary,0.9677,25,junk_section_share>=0.6,20260918T0133-7dd1a33
c1281,30,Fiduciary,1.0,24,junk_section_share>=0.6,20260918T0133-7dd1a33
c1283,18,Implementation Arrangements and Support Plan,0.7778,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1285,13,Implementation Arrangements and Support Plan,0.6923,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1286,31,Institutional and Implementation Arrangements,0.7097,21,junk_section_share>=0.6,20260918T0133-7dd1a33
c1287,10,Fiduciary,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1291,20,DESCRIPTION OF PROPOSED CHANGES,0.8,1,junk_section_share>=0.6;n_projects<3,20260918T0133-7dd1a33
c1293,14,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1294,13,Implementation Arrangements and Support Plan,1.0,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1295,23,Implementation Arrangements and Support Plan,0.9565,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1296,21,Implementation Arrangements and Support Plan,0.9524,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1297,33,Implementation Arrangements and Support Plan,1.0,22,junk_section_share>=0.6,20260918T0133-7dd1a33
c1300,27,Results Monitoring and Evaluation Arrangements,0.7407,16,junk_section_share>=0.6,20260918T0133-7dd1a33
c1305,19,Results Monitoring and Evaluation Arrangements,0.9474,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1307,15,Implementation Arrangements and Support Plan,0.9333,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1313,12,Fiduciary,0.8333,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1314,11,Implementation Arrangements and Support Plan,0.7273,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1315,30,Implementation Arrangements and Support Plan,0.9667,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1316,10,Institutional and Implementation Arrangements,0.6,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1321,16,Results Monitoring and Evaluation Arrangements,0.75,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1322,26,Results Monitoring and Evaluation Arrangements,0.6154,26,junk_section_share>=0.6,20260918T0133-7dd1a33
c1323,49,Institutional and Implementation Arrangements,0.8367,27,junk_section_share>=0.6,20260918T0133-7dd1a33
c1324,73,Implementation Arrangements and Support Plan,0.6849,34,junk_section_share>=0.6,20260918T0133-7dd1a33
c1326,35,Information on CIRAS,0.0,2,n_projects<3,20260918T0133-7dd1a33
c1334,15,Implementation Arrangements and Support Plan,1.0,7,junk_section_share>=0.6,20260918T0133-7dd1a33
c1336,10,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1337,27,Implementation Arrangements and Support Plan,1.0,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1341,46,Implementation Arrangements and Support Plan,0.8261,25,junk_section_share>=0.6,20260918T0133-7dd1a33
c1343,18,KEY RISKS,0.9444,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1348,36,Implementation Arrangements and Support Plan,0.6667,24,junk_section_share>=0.6,20260918T0133-7dd1a33
c1349,11,KEY RISKS,0.7273,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1352,10,Implementation Arrangements and Support Plan,0.9,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1355,13,Institutional and Implementation Arrangements,0.9231,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1358,15,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.8,1,junk_section_share>=0.6;n_projects<3,20260918T0133-7dd1a33
c1359,21,Implementation Arrangements and Support Plan,0.9048,16,junk_section_share>=0.6,20260918T0133-7dd1a33
c1360,26,Institutional and Implementation Arrangements,0.6154,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1361,36,Implementation Arrangements and Support Plan,0.8611,25,junk_section_share>=0.6,20260918T0133-7dd1a33
c1364,12,Project Components,0.6667,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1365,25,Implementation Arrangements and Support Plan,0.6,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1376,25,Implementation Arrangements and Support Plan,0.76,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1377,53,Institutional and Implementation Arrangements,0.6038,29,junk_section_share>=0.6,20260918T0133-7dd1a33
c1380,15,Implementation Arrangements and Support Plan,0.7333,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1382,37,Implementation Arrangements and Support Plan,0.9189,25,junk_section_share>=0.6,20260918T0133-7dd1a33
c1384,16,Lessons Learned and Reflected in the Project Design,0.6875,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1388,12,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.8333,7,junk_section_share>=0.6,20260918T0133-7dd1a33
c1390,10,Implementation Arrangements and Project Support,0.9,3,junk_section_share>=0.6,20260918T0133-7dd1a33
c1391,32,Lessons Learned and Reflected in the Project Design,0.9688,27,junk_section_share>=0.6,20260918T0133-7dd1a33
c1392,24,Lessons Learned and Reflected in the Project Design,0.75,22,junk_section_share>=0.6,20260918T0133-7dd1a33
c1393,37,Institutional and Implementation Arrangements,0.8649,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1399,11,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1401,21,Implementation Arrangements and Support Plan,0.9048,16,junk_section_share>=0.6,20260918T0133-7dd1a33
c1407,23,Institutional and Implementation Arrangements,0.6087,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1409,17,Implementation Arrangements and Support Plan,1.0,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1410,14,Fiduciary,0.7143,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1411,19,Implementation Arrangements and Support Plan,0.8421,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1412,11,Implementation Arrangements and Support Plan,0.9091,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1413,15,Implementation Arrangements and Support Plan,0.9333,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1417,10,Implementation Arrangements and Support Plan,0.8,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1420,19,Implementation Arrangements and Support Plan,0.9474,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1423,50,Implementation Arrangements and Support Plan,0.96,30,junk_section_share>=0.6,20260918T0133-7dd1a33
c1425,28,Environmental and Social,0.7857,24,junk_section_share>=0.6,20260918T0133-7dd1a33
c1427,12,DESCRIPTION OF PROPOSED CHANGES,0.6667,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1428,14,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1431,13,Implementation Arrangements and Support Plan,1.0,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1433,11,Implementation Arrangements and Support Plan,0.9091,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1434,33,Implementation Arrangements and Support Plan,0.9697,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1436,31,Implementation Arrangements and Support Plan,0.7419,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1437,184,Implementation Arrangements and Support Plan,0.7772,56,junk_section_share>=0.6,20260918T0133-7dd1a33
c1439,21,Implementation Arrangements and Support Plan,0.9524,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1442,38,Implementation Arrangements and Support Plan,0.7368,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1443,83,Implementation Arrangements and Support Plan,0.9639,43,junk_section_share>=0.6,20260918T0133-7dd1a33
c1445,15,Implementation Arrangements and Support Plan,1.0,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1449,56,Results Monitoring and Evaluation Arrangements,0.8036,33,junk_section_share>=0.6,20260918T0133-7dd1a33
c1450,16,Implementation Arrangements and Support Plan,0.625,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1452,15,Fiduciary,1.0,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1456,13,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1461,29,Implementation Arrangements and Support Plan,0.931,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1464,21,Fiduciary,1.0,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1465,13,Results Monitoring and Evaluation Arrangements,0.6923,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1474,13,Implementation Arrangements and Support Plan,0.9231,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1475,18,Implementation Arrangements and Support Plan,0.6111,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1476,40,Implementation Arrangements and Support Plan,0.975,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1477,18,Implementation Arrangements and Support Plan,1.0,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1478,28,Project Status,0.75,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1482,16,Fiduciary,0.875,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1484,28,KEY RISKS,0.8214,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1485,52,Implementation Arrangements and Support Plan,0.9615,24,junk_section_share>=0.6,20260918T0133-7dd1a33
c1486,11,Institutional and Implementation Arrangements,0.9091,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1487,42,Institutional and Implementation Arrangements,0.9524,24,junk_section_share>=0.6,20260918T0133-7dd1a33
c1491,26,Implementation Arrangements and Support Plan,1.0,22,junk_section_share>=0.6,20260918T0133-7dd1a33
c1493,11,Information on CIRAS,0.0909,2,n_projects<3,20260918T0133-7dd1a33
c1494,154,Institutional and Implementation Arrangements,0.8377,42,junk_section_share>=0.6,20260918T0133-7dd1a33
c1496,11,Effectiveness and Disbursement Conditions,0.5455,2,n_projects<3,20260918T0133-7dd1a33
c1500,17,Institutional and Implementation Arrangements,0.9412,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1501,59,Implementation Arrangements and Support Plan,0.7119,35,junk_section_share>=0.6,20260918T0133-7dd1a33
c1507,16,Implementation Arrangements and Support Plan,1.0,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1509,22,DESCRIPTION OF PROPOSED CHANGES,0.8636,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1518,44,Implementation Arrangements and Support Plan,0.8864,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1520,13,Fiduciary,0.8462,7,junk_section_share>=0.6,20260918T0133-7dd1a33
c1522,16,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1527,10,Detailed Technical Justification and Design,0.5,1,n_projects<3,20260918T0133-7dd1a33
c1528,21,Implementation Arrangements and Support Plan,1.0,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1529,47,Institutional and Implementation Arrangements,0.8085,30,junk_section_share>=0.6,20260918T0133-7dd1a33
c1530,12,Institutional and Implementation Arrangements,0.9167,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1531,24,Implementation Arrangements and Support Plan,1.0,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1532,68,Implementation Arrangements and Support Plan,0.9265,38,junk_section_share>=0.6,20260918T0133-7dd1a33
c1535,10,Implementation Arrangements and Support Plan,0.9,6,junk_section_share>=0.6,20260918T0133-7dd1a33
c1536,10,Implementation Arrangements and Support Plan,0.9,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1537,13,Implementation Arrangements and Support Plan,1.0,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1538,13,Implementation Arrangements and Support Plan,1.0,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1539,28,Implementation Arrangements and Support Plan,0.9643,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1541,10,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1543,30,Institutional and Implementation Arrangements,0.8667,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1545,75,Institutional and Implementation Arrangements,0.8133,41,junk_section_share>=0.6,20260918T0133-7dd1a33
c1546,19,Institutional and Implementation Arrangements,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1548,10,Implementation Arrangements and Support Plan,0.9,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1549,15,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1550,34,Implementation Arrangements and Support Plan,0.8529,23,junk_section_share>=0.6,20260918T0133-7dd1a33
c1551,18,Implementation Arrangements and Support Plan,0.9444,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1552,11,Fiduciary,0.9091,5,junk_section_share>=0.6,20260918T0133-7dd1a33
c1553,60,KEY RISKS,1.0,32,junk_section_share>=0.6,20260918T0133-7dd1a33
c1555,105,Implementation Arrangements and Support Plan,0.9714,47,junk_section_share>=0.6,20260918T0133-7dd1a33
c1556,16,Implementation Arrangements and Support Plan,0.6875,6,junk_section_share>=0.6,20260918T0133-7dd1a33
c1557,15,Implementation Arrangements and Support Plan,0.9333,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1559,68,Implementation Arrangements and Support Plan,0.6912,25,junk_section_share>=0.6,20260918T0133-7dd1a33
c1563,31,Institutional and Implementation Arrangements,0.6129,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1564,20,Implementation Arrangements and Support Plan,0.8,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1566,12,Implementation Arrangements and Support Plan,0.75,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1567,11,Implementation Arrangements and Support Plan,0.9091,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1569,21,Implementation Arrangements and Support Plan,0.9524,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1576,13,DETAILED CHANGE(S),0.0,2,n_projects<3,20260918T0133-7dd1a33
c1582,87,Institutional and Implementation Arrangements,0.8161,40,junk_section_share>=0.6,20260918T0133-7dd1a33
c1587,14,Results Monitoring and Evaluation Arrangements,0.8571,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1588,22,Implementation Arrangements and Support Plan,0.9091,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1589,11,Implementation Arrangements and Support Plan,0.9091,6,junk_section_share>=0.6,20260918T0133-7dd1a33
c1590,10,Implementation Arrangements and Support Plan,0.6,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1598,11,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1599,12,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1601,81,Implementation Arrangements and Support Plan,0.9753,38,junk_section_share>=0.6,20260918T0133-7dd1a33
c1603,36,Implementation Arrangements and Support Plan,1.0,21,junk_section_share>=0.6,20260918T0133-7dd1a33
c1604,45,KEY RISKS,0.7556,21,junk_section_share>=0.6,20260918T0133-7dd1a33
c1606,58,Implementation Arrangements and Support Plan,0.9828,30,junk_section_share>=0.6,20260918T0133-7dd1a33
c1607,17,Implementation Arrangements and Support Plan,1.0,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1608,11,Implementation Arrangements and Support Plan,1.0,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1610,11,Implementation Arrangements and Project Support,0.6364,2,junk_section_share>=0.6;n_projects<3,20260918T0133-7dd1a33
c1611,10,KEY RISKS,1.0,7,junk_section_share>=0.6,20260918T0133-7dd1a33
c1612,18,Implementation Arrangements and Support Plan,0.9444,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1615,10,Implementation Arrangements and Support Plan,0.9,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1616,37,Implementation Arrangements and Support Plan,0.973,28,junk_section_share>=0.6,20260918T0133-7dd1a33
c1618,12,Implementation Arrangements and Support Plan,1.0,7,junk_section_share>=0.6,20260918T0133-7dd1a33
c1624,27,Implementation Arrangements and Support Plan,0.9259,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1625,43,Implementation Arrangements and Support Plan,1.0,26,junk_section_share>=0.6,20260918T0133-7dd1a33
c1631,30,Implementation Arrangements and Support Plan,0.9333,23,junk_section_share>=0.6,20260918T0133-7dd1a33
c1633,54,Implementation Arrangements and Support Plan,1.0,37,junk_section_share>=0.6,20260918T0133-7dd1a33
c1634,14,Institutional and Implementation Arrangements,0.7143,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1637,35,Fiduciary,0.9143,32,junk_section_share>=0.6,20260918T0133-7dd1a33
c1638,27,Fiduciary,1.0,25,junk_section_share>=0.6,20260918T0133-7dd1a33
c1639,29,Implementation Arrangements and Support Plan,1.0,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1640,15,Implementation Arrangements and Support Plan,1.0,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1641,43,Implementation Arrangements and Support Plan,1.0,28,junk_section_share>=0.6,20260918T0133-7dd1a33
c1642,26,Implementation Arrangements and Support Plan,0.9231,21,junk_section_share>=0.6,20260918T0133-7dd1a33
c1643,27,Implementation Arrangements and Support Plan,0.963,25,junk_section_share>=0.6,20260918T0133-7dd1a33
c1644,14,Fiduciary,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1645,27,Fiduciary,1.0,21,junk_section_share>=0.6,20260918T0133-7dd1a33
c1646,76,Institutional and Implementation Arrangements,0.6579,39,junk_section_share>=0.6,20260918T0133-7dd1a33
c1647,79,Fiduciary,0.962,44,junk_section_share>=0.6,20260918T0133-7dd1a33
c1648,12,Fiduciary,1.0,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1650,11,Lessons Learned and Reflected in the Project Design,0.9091,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1651,25,Implementation Arrangements and Support Plan,1.0,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1652,14,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1653,12,Institutional and Implementation Arrangements,0.9167,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1655,29,Implementation Arrangements and Support Plan,0.8621,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1656,22,Implementation Arrangements and Support Plan,1.0,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1657,66,Implementation Arrangements and Support Plan,0.9545,36,junk_section_share>=0.6,20260918T0133-7dd1a33
c1658,15,Implementation Arrangements and Support Plan,0.9333,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1659,12,Implementation Arrangements and Support Plan,0.9167,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1660,88,Implementation Arrangements and Support Plan,0.8409,43,junk_section_share>=0.6,20260918T0133-7dd1a33
c1661,21,Implementation Arrangements and Support Plan,0.9048,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1662,23,Implementation Arrangements and Support Plan,0.9565,16,junk_section_share>=0.6,20260918T0133-7dd1a33
c1664,29,Implementation Arrangements and Support Plan,0.9655,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1665,19,Implementation Arrangements and Support Plan,0.7368,16,junk_section_share>=0.6,20260918T0133-7dd1a33
c1666,27,Implementation Arrangements and Support Plan,0.8889,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1668,11,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1669,43,Implementation Arrangements and Support Plan,1.0,27,junk_section_share>=0.6,20260918T0133-7dd1a33
c1670,14,Implementation Arrangements and Support Plan,0.9286,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1673,21,KEY RISKS,0.8095,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1675,43,Implementation Arrangements and Support Plan,0.7209,22,junk_section_share>=0.6,20260918T0133-7dd1a33
c1677,44,Implementation Arrangements and Support Plan,1.0,26,junk_section_share>=0.6,20260918T0133-7dd1a33
c1678,47,Implementation Arrangements and Support Plan,0.9574,28,junk_section_share>=0.6,20260918T0133-7dd1a33
c1679,168,Implementation Arrangements and Support Plan,0.9524,57,junk_section_share>=0.6,20260918T0133-7dd1a33
c1685,37,Implementation Arrangements and Support Plan,1.0,26,junk_section_share>=0.6,20260918T0133-7dd1a33
c1694,19,Implementation Arrangements and Support Plan,0.9474,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1696,45,Implementation Arrangements and Support Plan,1.0,30,junk_section_share>=0.6,20260918T0133-7dd1a33
c1697,13,Implementation Arrangements and Support Plan,0.6923,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1698,11,Institutional and Implementation Arrangements,0.9091,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1700,22,Institutional and Implementation Arrangements,0.6818,16,junk_section_share>=0.6,20260918T0133-7dd1a33
c1703,14,Gender Assessment,0.2857,2,n_projects<3,20260918T0133-7dd1a33
c1706,80,Institutional and Implementation Arrangements,0.7375,37,junk_section_share>=0.6,20260918T0133-7dd1a33
c1707,28,Institutional and Implementation Arrangements,0.8929,22,junk_section_share>=0.6,20260918T0133-7dd1a33
c1709,22,Institutional and Implementation Arrangements,0.8182,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1710,33,Implementation Arrangements and Support Plan,0.8182,24,junk_section_share>=0.6,20260918T0133-7dd1a33
c1714,23,Implementation Arrangements and Support Plan,0.8261,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1715,12,Implementation Arrangements and Support Plan,1.0,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1718,17,Fiduciary,1.0,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1719,35,Implementation Arrangements and Support Plan,1.0,26,junk_section_share>=0.6,20260918T0133-7dd1a33
c1720,23,Implementation Arrangements and Support Plan,1.0,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1722,36,Implementation Arrangements and Support Plan,0.9722,23,junk_section_share>=0.6,20260918T0133-7dd1a33
c1723,274,Implementation Arrangements and Support Plan,0.9124,55,junk_section_share>=0.6,20260918T0133-7dd1a33
c1724,13,Implementation Arrangements and Support Plan,1.0,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1725,10,Implementation Arrangements and Support Plan,1.0,7,junk_section_share>=0.6,20260918T0133-7dd1a33
c1726,18,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.6667,12,junk_section_share>=0.6,20260918T0133-7dd1a33
c1727,84,Implementation Arrangements and Support Plan,1.0,44,junk_section_share>=0.6,20260918T0133-7dd1a33
c1728,13,Implementation Arrangements and Support Plan,1.0,10,junk_section_share>=0.6,20260918T0133-7dd1a33
c1729,46,Implementation Arrangements and Support Plan,1.0,27,junk_section_share>=0.6,20260918T0133-7dd1a33
c1732,18,Implementation Arrangements and Support Plan,1.0,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1733,48,Implementation Arrangements and Support Plan,0.8958,30,junk_section_share>=0.6,20260918T0133-7dd1a33
c1734,17,Implementation Arrangements and Support Plan,0.8235,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1735,27,Implementation Arrangements and Support Plan,0.7407,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1736,31,Financial Management,0.7097,14,junk_section_share>=0.6,20260918T0133-7dd1a33
